case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 00:17:10.375,Megan,60,normal,normal case
0,Activity D,2020/06/15 00:18:10.375,David,90,normal,normal case
0,Activity E,2020/06/15 00:19:10.375,Michelle,70,normal,normal case
0,Activity B,2020/06/15 00:20:10.375,Willow,40,normal,normal case
0,Activity F,2020/06/15 00:21:10.375,Drew,40,normal,normal case
0,Activity H,2020/06/15 00:22:10.375,Ryan,30,normal,normal case
0,Activity G,2020/06/15 00:23:10.375,Gisele,30,normal,normal case
0,Activity M,2020/06/15 00:24:10.375,Wayne,50,normal,normal case
0,Activity N,2020/06/15 00:25:10.375,Amanda,50,normal,normal case
0,Activity O,2020/06/15 00:26:10.375,Owen,60,normal,normal case
0,Activity AO,2020/06/15 00:28:10.375,Daniel,60,normal,normal case
0,Activity AK,2020/06/15 00:29:10.375,John,60,normal,normal case
0,Activity AL,2020/06/15 00:30:10.375,Cameron,20,normal,normal case
0,Activity Q,2020/06/15 00:31:10.375,Karl,90,normal,normal case
0,Activity S,2020/06/15 00:32:10.375,Gisele,10,normal,normal case
0,Activity AD,2020/06/15 00:33:10.375,Zayn,30,normal,normal case
0,Activity AE,2020/06/15 00:34:10.375,Henry,90,normal,normal case
0,Activity AM,2020/06/15 00:35:10.375,Dwight,10,normal,normal case
0,Activity AF,2020/06/15 00:36:10.375,Anna,60,normal,normal case
0,Activity AN,2020/06/15 00:37:10.375,Quentin,30,normal,normal case
0,Activity AJ,2020/06/15 00:38:10.375,Hannah,90,normal,normal case
0,Activity AG,2020/06/15 00:39:10.375,David,50,normal,normal case
0,Activity R,2020/06/15 00:40:10.375,Harper,90,normal,normal case
0,Activity X,2020/06/15 00:41:10.375,Barney,30,normal,normal case
0,Activity AB,2020/06/15 00:42:10.375,Uma,90,normal,normal case
0,Activity Y,2020/06/15 00:43:10.375,Isaac,20,normal,normal case
0,Activity P,2020/06/15 00:45:10.375,Robert,30,normal,normal case
1,Activity A,2020/06/15 01:18:22.701,Megan,50,normal,normal case
1,Activity C,2020/06/15 01:19:22.701,Roger,40,normal,normal case
1,Activity B,2020/06/15 01:20:22.701,Willow,40,normal,normal case
1,Activity F,2020/06/15 01:21:22.701,Malcolm,40,normal,normal case
1,Activity L,2020/06/15 01:22:22.701,Barry,40,normal,normal case
1,Activity G,2020/06/15 01:23:22.701,Philip,30,normal,normal case
1,Activity M,2020/06/15 01:24:22.701,Wayne,50,normal,normal case
1,Activity N,2020/06/15 01:25:22.701,David,50,normal,normal case
1,Activity O,2020/06/15 01:26:22.701,Owen,60,normal,normal case
1,Activity AK,2020/06/15 01:28:22.701,John,60,normal,normal case
1,Activity AO,2020/06/15 01:29:22.701,Stanley,60,normal,normal case
1,Activity Q,2020/06/15 01:30:22.701,Zach,90,normal,normal case
1,Activity W,2020/06/15 01:31:22.701,Caitlin,60,normal,normal case
1,Activity AD,2020/06/15 01:32:22.701,Zayn,30,normal,normal case
1,Activity AE,2020/06/15 01:33:22.701,Henry,40,normal,normal case
1,Activity AL,2020/06/15 01:34:22.701,Cameron,20,normal,normal case
1,Activity AF,2020/06/15 01:35:22.701,Henry,60,normal,normal case
1,Activity AJ,2020/06/15 01:36:22.701,Hannah,90,normal,normal case
1,Activity AM,2020/06/15 01:37:22.701,Harry,30,normal,normal case
1,Activity AN,2020/06/15 01:38:22.701,Denzel,90,normal,normal case
1,Activity R,2020/06/15 01:39:22.701,Ian,90,normal,normal case
1,Activity AG,2020/06/15 01:40:22.701,Elizabeth,50,normal,normal case
1,Activity X,2020/06/15 01:41:22.701,Willow,20,normal,normal case
1,Activity AB,2020/06/15 01:42:22.701,Uma,90,normal,normal case
1,Activity Y,2020/06/15 01:43:22.701,Kevin,20,normal,normal case
1,Activity P,2020/06/15 01:45:22.701,Sacha,60,normal,normal case
2,Activity A,2020/06/15 01:45:19.548,Taylor,50,rework,Activity ['Activity W'] at position [12] was reworked
