case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/14 23:18:05.246,Zoe,60,normal,normal case
0,Activity C,2020/06/14 23:20:05.246,Fadi,20,normal,normal case
0,Activity J,2020/06/14 23:21:05.246,Oscar,60,normal,normal case
0,Activity S,2020/06/14 23:22:05.246,Kevin,70,normal,normal case
0,Activity T,2020/06/14 23:23:05.246,Natalie,80,normal,normal case
0,Activity D,2020/06/14 23:24:05.246,Fadi,30,normal,normal case
0,Activity U,2020/06/14 23:25:05.246,Anna,20,normal,normal case
0,Activity V,2020/06/14 23:26:05.246,Walter,10,normal,normal case
0,Activity B,2020/06/14 23:28:05.246,Fred,50,normal,normal case
1,Activity A,2020/06/15 00:08:51.403,George,60,normal,normal case
1,Activity S,2020/06/15 00:10:51.403,Naomi,70,normal,normal case
1,Activity C,2020/06/15 00:11:51.403,Lewis,90,normal,normal case
1,Activity K,2020/06/15 00:12:51.403,Will,60,normal,normal case
1,Activity T,2020/06/15 00:13:51.403,Harper,30,normal,normal case
1,Activity L,2020/06/15 00:14:51.403,Barney,70,normal,normal case
1,Activity U,2020/06/15 00:15:51.403,Anna,20,normal,normal case
1,Activity D,2020/06/15 00:16:51.403,Fadi,40,normal,normal case
1,Activity V,2020/06/15 00:17:51.403,Taylor,70,normal,normal case
1,Activity B,2020/06/15 00:19:51.403,Carla,50,normal,normal case
2,Activity A,2020/06/15 00:30:57.704,Ashton,60,normal,normal case
2,Activity S,2020/06/15 00:32:57.704,Stanley,80,normal,normal case
2,Activity C,2020/06/15 00:33:57.704,Lewis,90,normal,normal case
2,Activity E,2020/06/15 00:34:57.704,Hannah,20,normal,normal case
2,Activity H,2020/06/15 00:36:57.704,Ben,70,normal,normal case
2,Activity I,2020/06/15 00:37:57.704,Gisele,40,normal,normal case
2,Activity G,2020/06/15 00:38:57.704,Olivia,70,normal,normal case
2,Activity T,2020/06/15 00:40:57.704,Natalie,30,normal,normal case
2,Activity F,2020/06/15 00:41:57.704,Vincent,40,normal,normal case
2,Activity D,2020/06/15 00:42:57.704,Philip,90,normal,normal case
2,Activity U,2020/06/15 00:43:57.704,Fred,60,normal,normal case
2,Activity V,2020/06/15 00:44:57.704,Wayne,10,normal,normal case
2,Activity B,2020/06/15 00:46:57.704,Pamela,40,normal,normal case
3,Activity A,2020/06/15 01:50:42.259,George,60,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
3,Activity S,2020/06/15 01:52:42.259,Stanley,50,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
3,Activity C,2020/06/15 01:53:42.259,Natalie,90,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
3,Activity N,2020/06/15 01:54:42.259,Daniel,40,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
3,Activity D,2020/06/15 01:55:42.259,Philip,30,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
3,Activity M,2020/06/15 01:56:42.259,Orlando,50,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
3,Activity P,2020/06/15 01:57:42.259,Cameron,70,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
3,Activity T,2020/06/15 01:58:42.259,Natalie,30,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
3,Activity U,2020/06/15 01:59:42.259,Anna,80,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
3,Activity V,2020/06/15 02:00:42.259,Wayne,10,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
3,Activity B,2020/06/15 02:02:42.259,Pamela,40,early,Activity N and Activity D were originally executed at positions 6 and 7 and changed to positions 4 and 5
4,Activity A,2020/06/15 02:44:15.561,Ashton,10,normal,normal case
4,Activity S,2020/06/15 02:46:15.561,Stanley,50,normal,normal case
4,Activity C,2020/06/15 02:47:15.561,Lewis,20,normal,normal case
4,Activity M,2020/06/15 02:48:15.561,Orlando,50,normal,normal case
4,Activity T,2020/06/15 02:49:15.561,Harper,80,normal,normal case
4,Activity R,2020/06/15 02:50:15.561,Denzel,30,normal,normal case
4,Activity U,2020/06/15 02:51:15.561,Denzel,20,normal,normal case
4,Activity N,2020/06/15 02:52:15.561,Daniel,10,normal,normal case
4,Activity D,2020/06/15 02:53:15.561,Henry,90,normal,normal case
4,Activity V,2020/06/15 02:54:15.561,Walter,70,normal,normal case
4,Activity B,2020/06/15 02:56:15.561,Pamela,40,normal,normal case
5,Activity A,2020/06/15 02:45:19.062,Fred,10,normal,normal case
5,Activity C,2020/06/15 02:47:19.062,Natalie,20,normal,normal case
5,Activity E,2020/06/15 02:48:19.062,Steve,70,normal,normal case
5,Activity S,2020/06/15 02:50:19.062,Kevin,80,normal,normal case
5,Activity H,2020/06/15 02:51:19.062,Victoria,70,normal,normal case
5,Activity T,2020/06/15 02:52:19.062,Natalie,30,normal,normal case
5,Activity G,2020/06/15 02:53:19.062,Elizabeth,40,normal,normal case
5,Activity U,2020/06/15 02:54:19.062,David,90,normal,normal case
5,Activity V,2020/06/15 02:55:19.062,Walter,10,normal,normal case
5,Activity I,2020/06/15 02:56:19.062,Gisele,40,normal,normal case
5,Activity F,2020/06/15 02:58:19.062,Kate,50,normal,normal case
5,Activity D,2020/06/15 02:59:19.062,Gerald,30,normal,normal case
5,Activity B,2020/06/15 03:01:19.062,Fred,50,normal,normal case
6,Activity A,2020/06/15 02:50:16.039,Ashton,10,normal,normal case
6,Activity C,2020/06/15 02:52:16.039,Fadi,20,normal,normal case
6,Activity E,2020/06/15 02:53:16.039,Steve,20,normal,normal case
6,Activity S,2020/06/15 02:54:16.039,Caitlin,50,normal,normal case
6,Activity T,2020/06/15 02:55:16.039,Harper,80,normal,normal case
6,Activity H,2020/06/15 02:57:16.039,Ben,70,normal,normal case
6,Activity I,2020/06/15 02:58:16.039,Gisele,40,normal,normal case
6,Activity G,2020/06/15 02:59:16.039,Hannah,70,normal,normal case
6,Activity F,2020/06/15 03:01:16.039,Megan,40,normal,normal case
6,Activity U,2020/06/15 03:02:16.039,Fred,60,normal,normal case
6,Activity V,2020/06/15 03:03:16.039,Pamela,10,normal,normal case
6,Activity D,2020/06/15 03:04:16.039,Philip,40,normal,normal case
6,Activity B,2020/06/15 03:06:16.039,Pamela,50,normal,normal case
7,Activity A,2020/06/15 02:57:59.221,Anna,60,normal,normal case
7,Activity C,2020/06/15 02:59:59.221,Natalie,90,normal,normal case
7,Activity E,2020/06/15 03:00:59.221,Donald,20,normal,normal case
7,Activity G,2020/06/15 03:02:59.221,Hannah,70,normal,normal case
7,Activity S,2020/06/15 03:03:59.221,Stanley,80,normal,normal case
7,Activity T,2020/06/15 03:04:59.221,Harper,80,normal,normal case
7,Activity U,2020/06/15 03:05:59.221,Anna,20,normal,normal case
7,Activity I,2020/06/15 03:06:59.221,Ulysses,40,normal,normal case
7,Activity H,2020/06/15 03:07:59.221,Stanley,70,normal,normal case
