case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 02:45:51.766,Ellen,10,normal,normal case
0,Activity AP,2020/06/15 02:46:51.766,Carrie,40,normal,normal case
0,Activity AQ,2020/06/15 02:47:51.766,Sacha,40,normal,normal case
0,Activity AX,2020/06/15 02:48:51.766,Wallace,70,normal,normal case
0,Activity AR,2020/06/15 02:49:51.766,Zayn,50,normal,normal case
0,Activity B,2020/06/15 02:50:51.766,Kelly,80,normal,normal case
1,Activity A,2020/06/15 02:53:24.764,Ed,10,normal,normal case
1,Activity AP,2020/06/15 02:54:24.764,Vanessa,90,normal,normal case
1,Activity AQ,2020/06/15 02:55:24.764,Troy,10,normal,normal case
1,Activity AS,2020/06/15 02:56:24.764,Vincent,20,normal,normal case
1,Activity AT,2020/06/15 02:57:24.764,Will,50,normal,normal case
1,Activity AR,2020/06/15 02:58:24.764,John,50,normal,normal case
1,Activity B,2020/06/15 02:59:24.764,Caitlin,80,normal,normal case
2,Activity A,2020/06/15 03:26:02.879,Ellen,50,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BC,2020/06/15 03:27:02.879,Troy,80,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BH,2020/06/15 03:29:02.879,Rachel,70,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BE,2020/06/15 03:30:02.879,Stanley,50,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BI,2020/06/15 03:31:02.879,Larry,90,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BF,2020/06/15 03:32:02.879,Malcolm,60,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BP,2020/06/15 03:33:02.879,Amy,10,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BN,2020/06/15 03:35:02.879,Richard,70,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BL,2020/06/15 03:36:02.879,Barney,40,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BG,2020/06/15 03:37:02.879,Quentin,60,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BO,2020/06/15 03:38:02.879,Hugo,40,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BM,2020/06/15 03:39:02.879,Troy,20,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BK,2020/06/15 03:40:02.879,Fred,90,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BQ,2020/06/15 03:41:02.879,Vera,40,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BJ,2020/06/15 03:43:02.879,Henry,70,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BD,2020/06/15 03:45:02.879,David,10,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BR,2020/06/15 03:46:02.879,Vera,40,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BT,2020/06/15 03:48:02.879,Carrie,20,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BV,2020/06/15 03:49:02.879,Laura,60,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BT,2020/06/15 03:50:02.879,Carrie,20,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BV,2020/06/15 03:51:02.879,Laura,60,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BW,2020/06/15 03:52:02.879,Kelly,80,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BX,2020/06/15 03:53:02.879,Zayn,90,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BU,2020/06/15 03:54:02.879,Gerald,60,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity CA,2020/06/15 03:56:02.879,Drew,80,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BY,2020/06/15 03:57:02.879,Stanley,10,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity BS,2020/06/15 03:58:02.879,Karl,70,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
2,Activity B,2020/06/15 03:59:02.879,Drew,80,rework,"Activities ['Activity BT', 'Activity BV'] at positions [18, 19] were reworked"
3,Activity A,2020/06/15 03:40:03.934,Ellen,10,normal,normal case
3,Activity CC,2020/06/15 03:41:03.934,Mick,20,normal,normal case
3,Activity B,2020/06/15 03:42:03.934,Caitlin,80,normal,normal case
4,Activity A,2020/06/15 03:46:59.189,Elizabeth,10,normal,normal case
4,Activity CC,2020/06/15 03:47:59.189,Teri,20,normal,normal case
4,Activity B,2020/06/15 03:48:59.189,Caitlin,80,normal,normal case
5,Activity A,2020/06/15 04:19:12.521,Ed,10,normal,normal case
5,Activity BC,2020/06/15 04:20:12.521,Adam,30,normal,normal case
5,Activity BE,2020/06/15 04:22:12.521,Ed,80,normal,normal case
5,Activity BP,2020/06/15 04:23:12.521,Olivia,30,normal,normal case
5,Activity BH,2020/06/15 04:24:12.521,Adele,70,normal,normal case
5,Activity BQ,2020/06/15 04:25:12.521,Harry,40,normal,normal case
5,Activity BI,2020/06/15 04:26:12.521,Larry,70,normal,normal case
5,Activity BK,2020/06/15 04:28:12.521,Fred,30,normal,normal case
5,Activity BM,2020/06/15 04:29:12.521,Fadi,20,normal,normal case
5,Activity BN,2020/06/15 04:30:12.521,Richard,70,normal,normal case
5,Activity BL,2020/06/15 04:31:12.521,Kelly,60,normal,normal case
5,Activity BF,2020/06/15 04:33:12.521,Malcolm,60,normal,normal case
5,Activity BJ,2020/06/15 04:34:12.521,Laura,20,normal,normal case
5,Activity BG,2020/06/15 04:35:12.521,Wallace,60,normal,normal case
5,Activity BO,2020/06/15 04:36:12.521,Isaac,50,normal,normal case
5,Activity BD,2020/06/15 04:38:12.521,Seth,80,normal,normal case
5,Activity BR,2020/06/15 04:39:12.521,Megan,40,normal,normal case
5,Activity BX,2020/06/15 04:41:12.521,Zayn,80,normal,normal case
