case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 03:25:46.097,Jack,10,normal,normal case
0,Activity AR,2020/06/15 03:26:46.097,Roger,70,normal,normal case
0,Activity BI,2020/06/15 03:27:46.097,Sacha,70,normal,normal case
0,Activity BP,2020/06/15 03:29:46.097,Dwight,90,normal,normal case
0,Activity BO,2020/06/15 03:30:46.097,Cameron,60,normal,normal case
0,Activity BL,2020/06/15 03:31:46.097,Gerald,80,normal,normal case
0,Activity BK,2020/06/15 03:32:46.097,Taylor,80,normal,normal case
0,Activity BM,2020/06/15 03:33:46.097,Troy,40,normal,normal case
0,Activity BN,2020/06/15 03:34:46.097,Caitlin,10,normal,normal case
0,Activity BJ,2020/06/15 03:36:46.097,Teri,50,normal,normal case
0,Activity BQ,2020/06/15 03:37:46.097,Harper,40,normal,normal case
0,Activity BS,2020/06/15 03:39:46.097,Stanley,40,normal,normal case
0,Activity BT,2020/06/15 03:40:46.097,Bruce,40,normal,normal case
0,Activity BU,2020/06/15 03:41:46.097,Owen,20,normal,normal case
0,Activity BR,2020/06/15 03:43:46.097,Oscar,30,normal,normal case
0,Activity AS,2020/06/15 03:44:46.097,John,40,normal,normal case
0,Activity CI,2020/06/15 03:45:46.097,Orlando,10,normal,normal case
0,Activity CQ,2020/06/15 03:47:46.097,Ian,70,normal,normal case
0,Activity CK,2020/06/15 03:48:46.097,Harper,10,normal,normal case
0,Activity CP,2020/06/15 03:50:46.097,Kevin,10,normal,normal case
0,Activity CR,2020/06/15 03:51:46.097,Matthew,30,normal,normal case
0,Activity CO,2020/06/15 03:52:46.097,Brian,20,normal,normal case
0,Activity CM,2020/06/15 03:53:46.097,Paul,30,normal,normal case
0,Activity CN,2020/06/15 03:54:46.097,Zoe,50,normal,normal case
0,Activity CL,2020/06/15 03:56:46.097,Kate,90,normal,normal case
0,Activity CJ,2020/06/15 03:58:46.097,Cameron,20,normal,normal case
0,Activity CS,2020/06/15 03:59:46.097,Pamela,10,normal,normal case
