case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 01:16:35.485,Brian,10,normal,normal case
0,Activity C,2020/06/15 01:18:35.485,Vincent,10,normal,normal case
0,Activity X,2020/06/15 01:20:35.485,Jim,30,normal,normal case
0,Activity E,2020/06/15 01:21:35.485,Drew,90,normal,normal case
0,Activity G,2020/06/15 01:23:35.485,Vera,20,normal,normal case
0,Activity I,2020/06/15 01:24:35.485,Seth,20,normal,normal case
0,Activity J,2020/06/15 01:25:35.485,Paul,50,normal,normal case
0,Activity AE,2020/06/15 01:26:35.485,Mick,10,normal,normal case
0,Activity K,2020/06/15 01:27:35.485,Isabella,30,normal,normal case
0,Activity O,2020/06/15 01:28:35.485,Caitlin,50,normal,normal case
0,Activity AM,2020/06/15 01:29:35.485,David,10,normal,normal case
0,Activity AQ,2020/06/15 01:30:35.485,Vincent,20,normal,normal case
0,Activity AT,2020/06/15 01:31:35.485,Ian,90,normal,normal case
0,Activity P,2020/06/15 01:32:35.485,Philip,40,normal,normal case
0,Activity AN,2020/06/15 01:33:35.485,Oscar,60,normal,normal case
0,Activity AR,2020/06/15 01:34:35.485,Orlando,20,normal,normal case
0,Activity AS,2020/06/15 01:35:35.485,Ashton,50,normal,normal case
0,Activity AU,2020/06/15 01:36:35.485,Jim,60,normal,normal case
0,Activity AW,2020/06/15 01:38:35.485,Olivia,70,normal,normal case
0,Activity BB,2020/06/15 01:39:35.485,Zayn,90,normal,normal case
0,Activity BC,2020/06/15 01:40:35.485,Willow,90,normal,normal case
0,Activity AG,2020/06/15 01:42:35.485,Zach,10,normal,normal case
0,Activity AY,2020/06/15 01:44:35.485,Owen,50,normal,normal case
0,Activity AZ,2020/06/15 01:45:35.485,Kate,10,normal,normal case
0,Activity AH,2020/06/15 01:46:35.485,Pamela,70,normal,normal case
0,Activity L,2020/06/15 01:47:35.485,Paris,60,normal,normal case
0,Activity BA,2020/06/15 01:48:35.485,Harry,30,normal,normal case
0,Activity AI,2020/06/15 01:49:35.485,Matthew,60,normal,normal case
0,Activity AJ,2020/06/15 01:50:35.485,Nicholas,60,normal,normal case
0,Activity H,2020/06/15 01:52:35.485,Victoria,30,normal,normal case
0,Activity AX,2020/06/15 01:54:35.485,Troy,60,normal,normal case
0,Activity AF,2020/06/15 01:55:35.485,Zach,40,normal,normal case
0,Activity Y,2020/06/15 01:56:35.485,Megan,70,normal,normal case
0,Activity BD,2020/06/15 01:57:35.485,Larry,20,normal,normal case
0,Activity BE,2020/06/15 01:59:35.485,Vincent,50,normal,normal case
0,Activity AV,2020/06/15 02:01:35.485,Larry,20,normal,normal case
0,Activity F,2020/06/15 02:02:35.485,Ulysses,60,normal,normal case
0,Activity D,2020/06/15 02:04:35.485,Frank,80,normal,normal case
0,Activity B,2020/06/15 02:06:35.485,Ed,80,normal,normal case
0,Activity BF,2020/06/15 02:07:35.485,Thomas,90,normal,normal case
