case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 02:30:03.325,George,20,normal,normal case
0,Activity C,2020/06/15 02:31:03.325,Nicholas,90,normal,normal case
0,Activity D,2020/06/15 02:32:03.325,Caitlin,60,normal,normal case
0,Activity B,2020/06/15 02:33:03.325,Roy,20,normal,normal case
1,Activity A,2020/06/15 04:03:00.725,George,40,normal,normal case
1,Activity AR,2020/06/15 04:04:00.725,Chris,70,normal,normal case
1,Activity BV,2020/06/15 04:05:00.725,Gordon,40,normal,normal case
1,Activity BZ,2020/06/15 04:07:00.725,Steve,60,normal,normal case
1,Activity CA,2020/06/15 04:08:00.725,Zach,60,normal,normal case
1,Activity BX,2020/06/15 04:09:00.725,Frank,60,normal,normal case
1,Activity CD,2020/06/15 04:11:00.725,Hannah,10,normal,normal case
1,Activity BY,2020/06/15 04:12:00.725,Wallace,10,normal,normal case
1,Activity CC,2020/06/15 04:13:00.725,Chris,90,normal,normal case
1,Activity CH,2020/06/15 04:14:00.725,Naomi,70,normal,normal case
1,Activity CG,2020/06/15 04:15:00.725,Ed,10,normal,normal case
1,Activity CE,2020/06/15 04:16:00.725,Natalie,30,normal,normal case
1,Activity CF,2020/06/15 04:17:00.725,Karl,50,normal,normal case
1,Activity CB,2020/06/15 04:19:00.725,John,50,normal,normal case
1,Activity BW,2020/06/15 04:21:00.725,Kate,80,normal,normal case
1,Activity AS,2020/06/15 04:22:00.725,Quentin,70,normal,normal case
1,Activity CI,2020/06/15 04:23:00.725,Vanessa,80,normal,normal case
1,Activity CQ,2020/06/15 04:25:00.725,Harry,20,normal,normal case
1,Activity CR,2020/06/15 04:26:00.725,John,40,normal,normal case
1,Activity CK,2020/06/15 04:27:00.725,Wayne,10,normal,normal case
1,Activity CP,2020/06/15 04:29:00.725,Larry,20,normal,normal case
1,Activity CO,2020/06/15 04:30:00.725,Oscar,90,normal,normal case
1,Activity CN,2020/06/15 04:31:00.725,Kate,70,normal,normal case
1,Activity CM,2020/06/15 04:32:00.725,Ryan,70,normal,normal case
1,Activity CL,2020/06/15 04:34:00.725,Thomas,70,normal,normal case
1,Activity CJ,2020/06/15 04:36:00.725,Zach,70,normal,normal case
1,Activity CS,2020/06/15 04:37:00.725,Carrie,20,normal,normal case
1,Activity CV,2020/06/15 04:39:00.725,Junior,90,normal,normal case
1,Activity CU,2020/06/15 04:40:00.725,Ed,40,normal,normal case
1,Activity CX,2020/06/15 04:41:00.725,Ben,60,normal,normal case
1,Activity CW,2020/06/15 04:42:00.725,Wallace,20,normal,normal case
1,Activity CT,2020/06/15 04:44:00.725,Will,60,normal,normal case
1,Activity CY,2020/06/15 04:45:00.725,Vincent,40,normal,normal case
1,Activity B,2020/06/15 04:46:00.725,Rachel,10,normal,normal case
2,Activity A,2020/06/15 04:06:27.917,George,40,normal,normal case
2,Activity C,2020/06/15 04:07:27.917,Nicholas,50,normal,normal case
2,Activity D,2020/06/15 04:08:27.917,Megan,60,normal,normal case
2,Activity B,2020/06/15 04:09:27.917,Rachel,20,normal,normal case
3,Activity A,2020/06/15 04:14:16.371,George,20,normal,normal case
3,Activity AR,2020/06/15 04:15:16.371,Chris,70,normal,normal case
3,Activity BV,2020/06/15 04:16:16.371,Gordon,40,normal,normal case
3,Activity BZ,2020/06/15 04:18:16.371,Steve,80,normal,normal case
3,Activity CA,2020/06/15 04:19:16.371,Troy,60,normal,normal case
3,Activity CH,2020/06/15 04:20:16.371,Gordon,70,normal,normal case
3,Activity CG,2020/06/15 04:22:16.371,Wallace,10,normal,normal case
3,Activity CC,2020/06/15 04:23:16.371,Chris,90,normal,normal case
3,Activity CD,2020/06/15 04:24:16.371,Teri,70,normal,normal case
3,Activity CF,2020/06/15 04:25:16.371,Vanessa,50,normal,normal case
3,Activity CE,2020/06/15 04:26:16.371,Natalie,40,normal,normal case
3,Activity CB,2020/06/15 04:28:16.371,John,50,normal,normal case
3,Activity BX,2020/06/15 04:29:16.371,Emil,70,normal,normal case
3,Activity BY,2020/06/15 04:30:16.371,Teri,70,normal,normal case
3,Activity BW,2020/06/15 04:32:16.371,Victoria,20,normal,normal case
3,Activity AS,2020/06/15 04:33:16.371,Richard,90,normal,normal case
3,Activity CI,2020/06/15 04:34:16.371,Anna,80,normal,normal case
3,Activity CQ,2020/06/15 04:36:16.371,Walter,20,normal,normal case
3,Activity CR,2020/06/15 04:37:16.371,John,40,normal,normal case
3,Activity CK,2020/06/15 04:38:16.371,Stanley,70,normal,normal case
3,Activity CP,2020/06/15 04:40:16.371,Hannah,20,normal,normal case
3,Activity CN,2020/06/15 04:41:16.371,Kate,70,normal,normal case
3,Activity CO,2020/06/15 04:42:16.371,Oscar,90,normal,normal case
3,Activity CM,2020/06/15 04:43:16.371,Vanessa,40,normal,normal case
3,Activity CL,2020/06/15 04:45:16.371,Wayne,10,normal,normal case
3,Activity CJ,2020/06/15 04:47:16.371,Laura,50,normal,normal case
3,Activity CS,2020/06/15 04:48:16.371,Isabella,20,normal,normal case
3,Activity CX,2020/06/15 04:50:16.371,Ben,40,normal,normal case
3,Activity CV,2020/06/15 04:51:16.371,Ryan,40,normal,normal case
3,Activity CU,2020/06/15 04:52:16.371,Ellen,40,normal,normal case
3,Activity CW,2020/06/15 04:53:16.371,Bruce,20,normal,normal case
3,Activity CT,2020/06/15 04:55:16.371,Richard,60,normal,normal case
3,Activity CY,2020/06/15 04:56:16.371,Natalie,10,normal,normal case
3,Activity B,2020/06/15 04:57:16.371,Roy,40,normal,normal case
4,Activity A,2020/06/15 05:54:27.152,George,40,normal,normal case
4,Activity E,2020/06/15 05:55:27.152,Kelly,30,normal,normal case
4,Activity G,2020/06/15 05:56:27.152,Fred,20,normal,normal case
4,Activity I,2020/06/15 05:58:27.152,Karl,80,normal,normal case
4,Activity M,2020/06/15 05:59:27.152,George,70,normal,normal case
4,Activity J,2020/06/15 06:00:27.152,Jack,80,normal,normal case
4,Activity L,2020/06/15 06:01:27.152,Cameron,10,normal,normal case
4,Activity K,2020/06/15 06:02:27.152,Roy,50,normal,normal case
4,Activity H,2020/06/15 06:04:27.152,Victoria,50,normal,normal case
