case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 01:47:17.721,Kelly,30,normal,Normal case
0,Activity CD,2020/06/15 01:48:17.721,Ian,40,normal,Normal case
0,Activity CE,2020/06/15 01:49:17.721,Harry,70,normal,Normal case
0,Activity B,2020/06/15 01:50:17.721,David,30,normal,Normal case
1,Activity A,2020/06/15 02:10:20.489,Barney,30,normal,Normal case
1,Activity CD,2020/06/15 02:11:20.489,Ian,10,normal,Normal case
1,Activity CE,2020/06/15 02:12:20.489,Orlando,90,normal,Normal case
1,Activity B,2020/06/15 02:13:20.489,David,20,normal,Normal case
2,Activity A,2020/06/15 02:42:06.359,Kelly,30,normal,Normal case
2,Activity BC,2020/06/15 02:43:06.359,Mick,60,normal,Normal case
2,Activity BF,2020/06/15 02:45:06.359,Zayn,30,normal,Normal case
2,Activity BE,2020/06/15 02:46:06.359,Elizabeth,20,normal,Normal case
2,Activity BP,2020/06/15 02:47:06.359,Quentin,90,normal,Normal case
2,Activity BG,2020/06/15 02:48:06.359,Anna,10,normal,Normal case
2,Activity BH,2020/06/15 02:49:06.359,Zach,40,normal,Normal case
2,Activity BQ,2020/06/15 02:50:06.359,Jim,10,normal,Normal case
2,Activity BN,2020/06/15 02:51:06.359,Sacha,70,normal,Normal case
2,Activity BI,2020/06/15 02:52:06.359,Larry,70,normal,Normal case
2,Activity BO,2020/06/15 02:54:06.359,Willow,70,normal,Normal case
2,Activity BL,2020/06/15 02:55:06.359,Zayn,60,normal,Normal case
2,Activity BM,2020/06/15 02:56:06.359,Guy,60,normal,Normal case
2,Activity BK,2020/06/15 02:57:06.359,Arthur,10,normal,Normal case
2,Activity BJ,2020/06/15 02:59:06.359,Ryan,40,normal,Normal case
2,Activity BD,2020/06/15 03:01:06.359,Troy,40,normal,Normal case
2,Activity BR,2020/06/15 03:02:06.359,Gisele,50,normal,Normal case
2,Activity BX,2020/06/15 03:04:06.359,Wallace,20,normal,Normal case
2,Activity BT,2020/06/15 03:05:06.359,Olivia,40,normal,Normal case
