case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 01:15:19.646,Arthur,30,normal,normal case
0,Activity C,2020/06/15 01:17:19.646,Guy,50,normal,normal case
0,Activity AM,2020/06/15 01:19:19.646,Natalie,10,normal,normal case
0,Activity AP,2020/06/15 01:20:19.646,Seth,70,normal,normal case
0,Activity AN,2020/06/15 01:21:19.646,Carla,20,normal,normal case
0,Activity E,2020/06/15 01:22:19.646,Will,90,normal,normal case
0,Activity AT,2020/06/15 01:24:19.646,Daniel,60,normal,normal case
0,Activity X,2020/06/15 01:25:19.646,Victoria,30,normal,normal case
0,Activity K,2020/06/15 01:26:19.646,Gordon,10,normal,normal case
0,Activity M,2020/06/15 01:27:19.646,Harry,10,normal,normal case
0,Activity AU,2020/06/15 01:28:19.646,Malcolm,60,normal,normal case
0,Activity AR,2020/06/15 01:29:19.646,Anna,10,normal,normal case
0,Activity AK,2020/06/15 01:30:19.646,Teri,30,normal,normal case
0,Activity I,2020/06/15 01:31:19.646,Dwight,70,normal,normal case
0,Activity J,2020/06/15 01:32:19.646,Daniel,20,normal,normal case
0,Activity N,2020/06/15 01:33:19.646,Gerald,80,normal,normal case
0,Activity G,2020/06/15 01:35:19.646,Carla,80,normal,normal case
0,Activity AL,2020/06/15 01:36:19.646,Thomas,70,normal,normal case
0,Activity BD,2020/06/15 01:37:19.646,Hugo,50,normal,normal case
0,Activity BE,2020/06/15 01:38:19.646,Karl,10,normal,normal case
0,Activity H,2020/06/15 01:39:19.646,Sam,80,normal,normal case
0,Activity L,2020/06/15 01:40:19.646,Malcolm,80,normal,normal case
0,Activity Y,2020/06/15 01:41:19.646,Wayne,90,normal,normal case
0,Activity AS,2020/06/15 01:43:19.646,Zoe,50,normal,normal case
0,Activity AW,2020/06/15 01:44:19.646,Seth,20,normal,normal case
0,Activity F,2020/06/15 01:45:19.646,Frank,60,normal,normal case
0,Activity AY,2020/06/15 01:47:19.646,David,70,normal,normal case
0,Activity AZ,2020/06/15 01:48:19.646,Chris,70,normal,normal case
0,Activity BB,2020/06/15 01:49:19.646,Oscar,80,normal,normal case
0,Activity BA,2020/06/15 01:50:19.646,Brian,30,normal,normal case
0,Activity AX,2020/06/15 01:52:19.646,Victoria,80,normal,normal case
0,Activity BC,2020/06/15 01:53:19.646,Kate,20,normal,normal case
0,Activity AV,2020/06/15 01:56:19.646,Larry,70,normal,normal case
0,Activity D,2020/06/15 01:57:19.646,Kevin,20,normal,normal case
0,Activity B,2020/06/15 01:59:19.646,Brian,50,normal,normal case
0,Activity BF,2020/06/15 02:00:19.646,Adele,50,normal,normal case
0,Activity BG,2020/06/15 02:01:19.646,Will,50,normal,normal case
0,Activity BH,2020/06/15 02:02:19.646,Kevin,50,normal,normal case
0,Activity BI,2020/06/15 02:03:19.646,Hugo,80,normal,normal case
0,Activity BJ,2020/06/15 02:04:19.646,Emil,90,normal,normal case
0,Activity BK,2020/06/15 02:05:19.646,Zoe,30,normal,normal case
0,Activity BL,2020/06/15 02:06:19.646,Ulysses,90,normal,normal case
1,Activity A,2020/06/15 01:17:49.398,Troy,30,normal,normal case
1,Activity AT,2020/06/15 01:19:49.398,Daniel,60,normal,normal case
1,Activity C,2020/06/15 01:20:49.398,Daniel,50,normal,normal case
1,Activity AU,2020/06/15 01:21:49.398,Adele,60,normal,normal case
1,Activity AM,2020/06/15 01:23:49.398,Barney,10,normal,normal case
1,Activity E,2020/06/15 01:24:49.398,Mick,90,normal,normal case
1,Activity X,2020/06/15 01:25:49.398,Oscar,30,normal,normal case
1,Activity AO,2020/06/15 01:26:49.398,Adam,40,normal,normal case
1,Activity Z,2020/06/15 01:27:49.398,Daniel,70,normal,normal case
1,Activity AC,2020/06/15 01:29:49.398,Junior,10,normal,normal case
1,Activity AN,2020/06/15 01:30:49.398,Carla,80,normal,normal case
1,Activity G,2020/06/15 01:31:49.398,Harper,40,normal,normal case
1,Activity H,2020/06/15 01:32:49.398,Guy,80,normal,normal case
1,Activity AA,2020/06/15 01:33:49.398,Ed,90,normal,normal case
1,Activity BB,2020/06/15 01:35:49.398,Olivia,80,normal,normal case
1,Activity BC,2020/06/15 01:36:49.398,Fadi,20,normal,normal case
1,Activity Y,2020/06/15 01:37:49.398,Jake,30,normal,normal case
1,Activity BD,2020/06/15 01:38:49.398,Natalie,50,normal,normal case
1,Activity AW,2020/06/15 01:39:49.398,Seth,20,normal,normal case
1,Activity AZ,2020/06/15 01:41:49.398,Cameron,40,normal,normal case
1,Activity K,2020/06/15 01:42:49.398,Laura,90,normal,normal case
1,Activity S,2020/06/15 01:43:49.398,Ed,80,normal,normal case
1,Activity U,2020/06/15 01:44:49.398,Kate,70,normal,normal case
1,Activity T,2020/06/15 01:45:49.398,Megan,80,normal,normal case
1,Activity L,2020/06/15 01:46:49.398,Willow,60,normal,normal case
1,Activity AY,2020/06/15 01:47:49.398,Caitlin,70,normal,normal case
1,Activity BE,2020/06/15 01:48:49.398,Willow,60,normal,normal case
1,Activity BA,2020/06/15 01:49:49.398,Philip,60,normal,normal case
1,Activity AX,2020/06/15 01:51:49.398,Vincent,80,normal,normal case
1,Activity I,2020/06/15 01:52:49.398,Quentin,70,normal,normal case
1,Activity J,2020/06/15 01:53:49.398,Daniel,30,normal,normal case
1,Activity AR,2020/06/15 01:56:49.398,Anna,20,normal,normal case
1,Activity AV,2020/06/15 01:57:49.398,Larry,60,normal,normal case
1,Activity F,2020/06/15 01:58:49.398,Ben,60,normal,normal case
1,Activity AS,2020/06/15 01:59:49.398,Barney,50,normal,normal case
1,Activity D,2020/06/15 02:01:49.398,Isaac,20,normal,normal case
1,Activity B,2020/06/15 02:03:49.398,Malcolm,50,normal,normal case
1,Activity BF,2020/06/15 02:04:49.398,Harry,10,normal,normal case
1,Activity BG,2020/06/15 02:05:49.398,Carla,50,normal,normal case
1,Activity BH,2020/06/15 02:06:49.398,Kevin,90,normal,normal case
1,Activity BI,2020/06/15 02:07:49.398,Michelle,50,normal,normal case
1,Activity BJ,2020/06/15 02:08:49.398,Malcolm,40,normal,normal case
1,Activity BK,2020/06/15 02:09:49.398,Zoe,30,normal,normal case
1,Activity BL,2020/06/15 02:10:49.398,Victoria,90,normal,normal case
2,Activity A,2020/06/15 01:42:40.245,Philip,10,normal,normal case
2,Activity C,2020/06/15 01:44:40.245,Guy,40,normal,normal case
2,Activity E,2020/06/15 01:46:40.245,Will,90,normal,normal case
2,Activity AT,2020/06/15 01:47:40.245,Robert,10,normal,normal case
2,Activity X,2020/06/15 01:48:40.245,Victoria,40,normal,normal case
2,Activity AM,2020/06/15 01:49:40.245,Barney,30,normal,normal case
2,Activity Z,2020/06/15 01:50:40.245,Daniel,80,normal,normal case
2,Activity K,2020/06/15 01:51:40.245,Emil,90,normal,normal case
2,Activity Q,2020/06/15 01:52:40.245,Uma,40,normal,normal case
2,Activity R,2020/06/15 01:53:40.245,Harper,20,normal,normal case
2,Activity AC,2020/06/15 01:54:40.245,Carla,40,normal,normal case
2,Activity AO,2020/06/15 01:55:40.245,Ryan,90,normal,normal case
2,Activity AN,2020/06/15 01:56:40.245,Roy,20,normal,normal case
2,Activity L,2020/06/15 01:57:40.245,Walter,50,normal,normal case
2,Activity AA,2020/06/15 01:58:40.245,Paul,90,normal,normal case
2,Activity G,2020/06/15 02:00:40.245,Guy,80,normal,normal case
2,Activity Y,2020/06/15 02:01:40.245,Wayne,20,normal,normal case
2,Activity H,2020/06/15 02:02:40.245,Kate,80,normal,normal case
2,Activity AU,2020/06/15 02:03:40.245,Adele,80,normal,normal case
2,Activity AR,2020/06/15 02:04:40.245,Oscar,10,normal,normal case
2,Activity I,2020/06/15 02:06:40.245,Megan,90,normal,normal case
2,Activity J,2020/06/15 02:07:40.245,Stanley,20,normal,normal case
2,Activity AW,2020/06/15 02:08:40.245,Seth,20,normal,normal case
2,Activity AS,2020/06/15 02:10:40.245,Barney,10,normal,normal case
2,Activity BD,2020/06/15 02:11:40.245,Hugo,80,normal,normal case
2,Activity AY,2020/06/15 02:13:40.245,Caitlin,70,normal,normal case
2,Activity BB,2020/06/15 02:14:40.245,Thomas,80,normal,normal case
2,Activity BE,2020/06/15 02:15:40.245,Willow,60,normal,normal case
2,Activity BA,2020/06/15 02:16:40.245,Brian,60,normal,normal case
2,Activity BC,2020/06/15 02:17:40.245,Fadi,20,normal,normal case
2,Activity AZ,2020/06/15 02:18:40.245,Cameron,70,normal,normal case
2,Activity AX,2020/06/15 02:20:40.245,Michelle,80,normal,normal case
2,Activity F,2020/06/15 02:22:40.245,Dwight,40,normal,normal case
2,Activity AV,2020/06/15 02:23:40.245,Sacha,60,normal,normal case
2,Activity D,2020/06/15 02:25:40.245,Denzel,20,normal,normal case
2,Activity B,2020/06/15 02:27:40.245,Naomi,70,normal,normal case
2,Activity BF,2020/06/15 02:28:40.245,Harry,90,normal,normal case
2,Activity BG,2020/06/15 02:29:40.245,Will,50,normal,normal case
2,Activity BH,2020/06/15 02:30:40.245,Kevin,30,normal,normal case
2,Activity BI,2020/06/15 02:31:40.245,Kevin,90,normal,normal case
2,Activity BJ,2020/06/15 02:32:40.245,Emil,40,normal,normal case
2,Activity BK,2020/06/15 02:33:40.245,Quentin,30,normal,normal case
2,Activity BL,2020/06/15 02:34:40.245,David,90,normal,normal case
