case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/14 23:34:53.431,Kelly,30,normal,normal case
0,Activity C,2020/06/14 23:36:53.431,Kevin,20,normal,normal case
0,Activity S,2020/06/14 23:37:53.431,Seth,30,normal,normal case
0,Activity E,2020/06/14 23:38:53.431,Adam,80,normal,normal case
0,Activity T,2020/06/14 23:40:53.431,Daniel,90,normal,normal case
0,Activity I,2020/06/14 23:41:53.431,Barry,20,normal,normal case
0,Activity U,2020/06/14 23:42:53.431,Ryan,10,normal,normal case
0,Activity G,2020/06/14 23:43:53.431,Ed,70,normal,normal case
0,Activity H,2020/06/14 23:44:53.431,Victoria,80,normal,normal case
0,Activity V,2020/06/14 23:45:53.431,Brian,90,normal,normal case
0,Activity F,2020/06/14 23:47:53.431,Megan,80,normal,normal case
0,Activity D,2020/06/14 23:48:53.431,Carla,50,normal,normal case
0,Activity B,2020/06/14 23:50:53.431,Lewis,10,normal,normal case
1,Activity A,2020/06/15 00:38:52.500,Kelly,80,normal,normal case
1,Activity C,2020/06/15 00:40:52.500,Dwight,20,normal,normal case
1,Activity M,2020/06/15 00:41:52.500,Hannah,90,normal,normal case
1,Activity Q,2020/06/15 00:42:52.500,Lewis,60,normal,normal case
1,Activity N,2020/06/15 00:43:52.500,Matthew,20,normal,normal case
1,Activity S,2020/06/15 00:44:52.500,Isaac,80,normal,normal case
1,Activity T,2020/06/15 00:45:52.500,Daniel,10,normal,normal case
1,Activity D,2020/06/15 00:46:52.500,Carla,80,normal,normal case
1,Activity U,2020/06/15 00:47:52.500,Ryan,90,normal,normal case
1,Activity V,2020/06/15 00:48:52.500,Brian,90,normal,normal case
1,Activity B,2020/06/15 00:50:52.500,Will,70,normal,normal case
2,Activity A,2020/06/15 00:57:01.034,Taylor,50,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity C,2020/06/15 00:59:01.034,Zoe,90,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity E,2020/06/15 01:00:01.034,Adam,40,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity S,2020/06/15 01:01:01.034,Isaac,30,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity T,2020/06/15 01:03:01.034,Daniel,90,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity H,2020/06/15 01:04:01.034,Victoria,80,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity U,2020/06/15 01:05:01.034,Philip,90,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity I,2020/06/15 01:06:01.034,Harper,40,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity G,2020/06/15 01:07:01.034,Ed,70,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity F,2020/06/15 01:08:01.034,Mick,80,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity D,2020/06/15 01:10:01.034,Kevin,80,skip,Activity ['Activity V'] at position [10] was skipped
2,Activity B,2020/06/15 01:11:01.034,Barney,10,skip,Activity ['Activity V'] at position [10] was skipped
3,Activity A,2020/06/15 01:06:49.887,Gerald,80,normal,normal case
3,Activity S,2020/06/15 01:08:49.887,Amy,30,normal,normal case
3,Activity T,2020/06/15 01:09:49.887,Daniel,90,normal,normal case
3,Activity C,2020/06/15 01:10:49.887,Dwight,30,normal,normal case
3,Activity E,2020/06/15 01:11:49.887,Gerald,80,normal,normal case
3,Activity U,2020/06/15 01:12:49.887,Fadi,10,normal,normal case
3,Activity I,2020/06/15 01:14:49.887,Barry,40,normal,normal case
3,Activity V,2020/06/15 01:15:49.887,Brian,90,normal,normal case
3,Activity G,2020/06/15 01:16:49.887,Ed,70,normal,normal case
3,Activity H,2020/06/15 01:17:49.887,Jim,80,normal,normal case
3,Activity F,2020/06/15 01:19:49.887,Mick,10,normal,normal case
3,Activity D,2020/06/15 01:20:49.887,Paul,80,normal,normal case
3,Activity B,2020/06/15 01:22:49.887,Lewis,30,normal,normal case
4,Activity A,2020/06/15 01:21:16.401,Kelly,80,skip,"Activities ['Activity V', 'Activity M', 'Activity R'] at positions [6, 7, 8] were skipped"
4,Activity S,2020/06/15 01:23:16.401,Amy,30,skip,"Activities ['Activity V', 'Activity M', 'Activity R'] at positions [6, 7, 8] were skipped"
4,Activity T,2020/06/15 01:24:16.401,Frank,60,skip,"Activities ['Activity V', 'Activity M', 'Activity R'] at positions [6, 7, 8] were skipped"
4,Activity U,2020/06/15 01:25:16.401,Fadi,90,skip,"Activities ['Activity V', 'Activity M', 'Activity R'] at positions [6, 7, 8] were skipped"
4,Activity C,2020/06/15 01:26:16.401,George,90,skip,"Activities ['Activity V', 'Activity M', 'Activity R'] at positions [6, 7, 8] were skipped"
4,Activity N,2020/06/15 01:27:16.401,David,20,skip,"Activities ['Activity V', 'Activity M', 'Activity R'] at positions [6, 7, 8] were skipped"
4,Activity D,2020/06/15 01:28:16.401,Paul,80,skip,"Activities ['Activity V', 'Activity M', 'Activity R'] at positions [6, 7, 8] were skipped"
4,Activity B,2020/06/15 01:29:16.401,Barney,30,skip,"Activities ['Activity V', 'Activity M', 'Activity R'] at positions [6, 7, 8] were skipped"
5,Activity A,2020/06/15 02:08:00.141,Gerald,30,skip,Activity ['Activity U'] at position [6] was skipped
5,Activity C,2020/06/15 02:10:00.141,Kevin,90,skip,Activity ['Activity U'] at position [6] was skipped
5,Activity J,2020/06/15 02:11:00.141,Elizabeth,70,skip,Activity ['Activity U'] at position [6] was skipped
5,Activity S,2020/06/15 02:12:00.141,Isaac,30,skip,Activity ['Activity U'] at position [6] was skipped
