case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 01:52:58.556,Lewis,80,normal,normal case
0,Activity CD,2020/06/15 01:53:58.556,Kate,30,normal,normal case
0,Activity CE,2020/06/15 01:54:58.556,David,30,normal,normal case
0,Activity B,2020/06/15 01:55:58.556,Elizabeth,30,normal,normal case
1,Activity A,2020/06/15 02:00:58.127,Mick,80,normal,normal case
1,Activity CD,2020/06/15 02:01:58.127,Zach,90,normal,normal case
1,Activity CE,2020/06/15 02:02:58.127,Emil,10,normal,normal case
1,Activity B,2020/06/15 02:03:58.127,Lance,30,normal,normal case
2,Activity A,2020/06/15 02:08:25.966,Mick,20,normal,normal case
2,Activity BC,2020/06/15 02:09:25.966,Uma,40,normal,normal case
2,Activity BH,2020/06/15 02:11:25.966,Teri,70,normal,normal case
2,Activity BF,2020/06/15 02:12:25.966,Megan,50,normal,normal case
2,Activity BG,2020/06/15 02:13:25.966,Daniel,80,normal,normal case
2,Activity BI,2020/06/15 02:14:25.966,Ryan,10,normal,normal case
2,Activity BP,2020/06/15 02:15:25.966,Sam,90,normal,normal case
2,Activity BN,2020/06/15 02:16:25.966,Paris,30,normal,normal case
2,Activity BO,2020/06/15 02:18:25.966,Roger,90,normal,normal case
2,Activity BM,2020/06/15 02:19:25.966,Owen,90,normal,normal case
2,Activity BQ,2020/06/15 02:20:25.966,Hugo,40,normal,normal case
2,Activity BL,2020/06/15 02:21:25.966,Quentin,70,normal,normal case
2,Activity BK,2020/06/15 02:22:25.966,Ulysses,70,normal,normal case
2,Activity BE,2020/06/15 02:24:25.966,Donald,20,normal,normal case
2,Activity BJ,2020/06/15 02:25:25.966,Laura,50,normal,normal case
2,Activity BD,2020/06/15 02:27:25.966,Amy,10,normal,normal case
2,Activity BR,2020/06/15 02:28:25.966,Gordon,60,normal,normal case
2,Activity BX,2020/06/15 02:30:25.966,Denzel,10,normal,normal case
2,Activity BV,2020/06/15 02:31:25.966,Troy,20,normal,normal case
2,Activity BT,2020/06/15 02:32:25.966,Matthew,90,normal,normal case
2,Activity BW,2020/06/15 02:33:25.966,Orlando,40,normal,normal case
2,Activity CA,2020/06/15 02:34:25.966,Ulysses,40,normal,normal case
2,Activity BU,2020/06/15 02:35:25.966,Philip,50,normal,normal case
2,Activity BY,2020/06/15 02:36:25.966,Frank,30,normal,normal case
2,Activity BS,2020/06/15 02:38:25.966,Ryan,90,normal,normal case
2,Activity B,2020/06/15 02:39:25.966,Elizabeth,30,normal,normal case
3,Activity A,2020/06/15 02:28:41.024,Lewis,80,normal,normal case
3,Activity AP,2020/06/15 02:29:41.024,Malcolm,70,normal,normal case
3,Activity AQ,2020/06/15 02:30:41.024,Caitlin,60,normal,normal case
3,Activity AS,2020/06/15 02:31:41.024,Harry,20,normal,normal case
3,Activity AT,2020/06/15 02:32:41.024,Seth,70,normal,normal case
3,Activity AR,2020/06/15 02:33:41.024,Hugo,40,normal,normal case
3,Activity B,2020/06/15 02:34:41.024,Laura,30,normal,normal case
4,Activity A,2020/06/15 02:36:57.023,Drew,80,normal,normal case
4,Activity AP,2020/06/15 02:37:57.023,David,70,normal,normal case
4,Activity AQ,2020/06/15 02:38:57.023,Owen,60,normal,normal case
4,Activity AS,2020/06/15 02:39:57.023,Harry,20,normal,normal case
4,Activity AT,2020/06/15 02:40:57.023,Lewis,60,normal,normal case
4,Activity AR,2020/06/15 02:41:57.023,Roger,50,normal,normal case
4,Activity B,2020/06/15 02:42:57.023,Lance,30,normal,normal case
5,Activity A,2020/06/15 03:11:49.242,Mick,20,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity C,2020/06/15 03:12:49.242,Bruce,70,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity Q,2020/06/15 03:14:49.242,Victoria,20,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity S,2020/06/15 03:15:49.242,Barney,50,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity E,2020/06/15 03:16:49.242,Daniel,80,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity AI,2020/06/15 03:17:49.242,Harper,10,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity AL,2020/06/15 03:19:49.242,Brian,30,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity O,2020/06/15 03:20:49.242,Mick,30,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity G,2020/06/15 03:21:49.242,Rachel,10,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity L,2020/06/15 03:22:49.242,Vincent,40,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity AO,2020/06/15 03:23:49.242,Sacha,90,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity M,2020/06/15 03:24:49.242,Amy,40,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity AM,2020/06/15 03:26:49.242,Denzel,70,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity X,2020/06/15 03:27:49.242,Fred,60,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity N,2020/06/15 03:28:49.242,Olivia,90,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity H,2020/06/15 03:29:49.242,Victoria,50,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity Y,2020/06/15 03:30:49.242,Lewis,20,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity P,2020/06/15 03:31:49.242,Paris,10,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity AJ,2020/06/15 03:33:49.242,Daniel,10,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity F,2020/06/15 03:34:49.242,Emil,80,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity W,2020/06/15 03:35:49.242,Adam,80,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity V,2020/06/15 03:36:49.242,Daniel,60,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity U,2020/06/15 03:37:49.242,Junior,50,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity T,2020/06/15 03:39:49.242,Steve,80,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity R,2020/06/15 03:40:49.242,Richard,50,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity D,2020/06/15 03:42:49.242,Paul,90,early,Activity AL was originally executed at position 10 and changed to position 7
5,Activity B,2020/06/15 03:43:49.242,Laura,30,early,Activity AL was originally executed at position 10 and changed to position 7
6,Activity B,2020/06/15 03:45:52.524,Laura,30,early,Activity B was originally executed at position 3 and changed to position 1
6,Activity A,2020/06/15 03:46:52.524,Mick,20,early,Activity B was originally executed at position 3 and changed to position 1
6,Activity CC,2020/06/15 03:47:52.524,Lance,10,early,Activity B was originally executed at position 3 and changed to position 1
7,Activity A,2020/06/15 05:02:19.466,Mick,20,normal,normal case
7,Activity CC,2020/06/15 05:03:19.466,Amanda,10,normal,normal case
7,Activity B,2020/06/15 05:04:19.466,Laura,30,normal,normal case
8,Activity A,2020/06/15 05:41:53.348,Ian,20,normal,normal case
8,Activity CD,2020/06/15 05:42:53.348,Stanley,50,normal,normal case
8,Activity CE,2020/06/15 05:43:53.348,Ashton,30,normal,normal case
8,Activity B,2020/06/15 05:44:53.348,Lance,30,normal,normal case
9,Activity A,2020/06/15 07:03:22.874,Mick,80,normal,normal case
9,Activity CC,2020/06/15 07:04:22.874,Lance,10,normal,normal case
9,Activity B,2020/06/15 07:05:22.874,Lance,30,normal,normal case
10,Activity A,2020/06/15 07:20:05.832,Ian,80,normal,normal case
10,Activity BC,2020/06/15 07:21:05.832,Anna,60,normal,normal case
10,Activity BE,2020/06/15 07:23:05.832,Lewis,30,normal,normal case
10,Activity BP,2020/06/15 07:24:05.832,Sam,90,normal,normal case
10,Activity BQ,2020/06/15 07:25:05.832,Gordon,20,normal,normal case
10,Activity BH,2020/06/15 07:26:05.832,Owen,80,normal,normal case
10,Activity BF,2020/06/15 07:27:05.832,Megan,50,normal,normal case
10,Activity BN,2020/06/15 07:28:05.832,Paris,30,normal,normal case
10,Activity BO,2020/06/15 07:29:05.832,Ian,90,normal,normal case
10,Activity BI,2020/06/15 07:30:05.832,Roy,60,normal,normal case
10,Activity BK,2020/06/15 07:32:05.832,Taylor,70,normal,normal case
10,Activity BM,2020/06/15 07:33:05.832,Teri,90,normal,normal case
10,Activity BL,2020/06/15 07:34:05.832,Junior,60,normal,normal case
10,Activity BG,2020/06/15 07:36:05.832,Daniel,20,normal,normal case
10,Activity BJ,2020/06/15 07:37:05.832,Steve,50,normal,normal case
10,Activity BD,2020/06/15 07:39:05.832,Amy,10,normal,normal case
10,Activity BR,2020/06/15 07:40:05.832,Gordon,60,normal,normal case
10,Activity BT,2020/06/15 07:42:05.832,Matthew,40,normal,normal case
10,Activity BU,2020/06/15 07:43:05.832,Stanley,50,normal,normal case
10,Activity BX,2020/06/15 07:44:05.832,Bruce,10,normal,normal case
10,Activity BV,2020/06/15 07:45:05.832,Isabella,10,normal,normal case
10,Activity CB,2020/06/15 07:46:05.832,Sam,60,normal,normal case
10,Activity BY,2020/06/15 07:47:05.832,Jack,30,normal,normal case
10,Activity BW,2020/06/15 07:48:05.832,Pamela,40,normal,normal case
