case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/14 23:23:47.325,Jack,80,normal,normal case
0,Activity C,2020/06/14 23:25:47.325,Caitlin,60,normal,normal case
0,Activity S,2020/06/14 23:26:47.325,Adele,70,normal,normal case
0,Activity K,2020/06/14 23:27:47.325,Wayne,70,normal,normal case
0,Activity T,2020/06/14 23:28:47.325,Amanda,50,normal,normal case
0,Activity U,2020/06/14 23:29:47.325,Owen,70,normal,normal case
0,Activity V,2020/06/14 23:30:47.325,Thomas,40,normal,normal case
0,Activity L,2020/06/14 23:31:47.325,Seth,40,normal,normal case
0,Activity D,2020/06/14 23:32:47.325,Naomi,50,normal,normal case
0,Activity B,2020/06/14 23:34:47.325,Naomi,30,normal,normal case
1,Activity A,2020/06/14 23:31:35.784,Jack,80,normal,normal case
1,Activity C,2020/06/14 23:33:35.784,Caitlin,60,normal,normal case
1,Activity E,2020/06/14 23:34:35.784,Will,70,normal,normal case
1,Activity S,2020/06/14 23:35:35.784,Wayne,70,normal,normal case
1,Activity T,2020/06/14 23:36:35.784,Troy,50,normal,normal case
1,Activity U,2020/06/14 23:37:35.784,Chris,10,normal,normal case
1,Activity V,2020/06/14 23:38:35.784,Oscar,60,normal,normal case
1,Activity I,2020/06/14 23:40:35.784,Wayne,30,normal,normal case
1,Activity G,2020/06/14 23:41:35.784,Troy,80,normal,normal case
1,Activity H,2020/06/14 23:42:35.784,Frank,90,normal,normal case
1,Activity F,2020/06/14 23:44:35.784,Sam,80,normal,normal case
1,Activity D,2020/06/14 23:45:35.784,Naomi,50,normal,normal case
1,Activity B,2020/06/14 23:47:35.784,Naomi,30,normal,normal case
2,Activity A,2020/06/14 23:49:40.150,Jack,80,normal,normal case
2,Activity S,2020/06/14 23:51:40.150,Anna,70,normal,normal case
2,Activity T,2020/06/14 23:52:40.150,Ulysses,20,normal,normal case
2,Activity C,2020/06/14 23:53:40.150,Caitlin,60,normal,normal case
2,Activity E,2020/06/14 23:54:40.150,Will,70,normal,normal case
2,Activity U,2020/06/14 23:55:40.150,Orlando,50,normal,normal case
