case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 01:54:15.099,Denzel,20,normal,normal case
0,Activity CC,2020/06/15 01:55:15.099,Amanda,20,normal,normal case
0,Activity B,2020/06/15 01:56:15.099,Mick,30,normal,normal case
1,Activity A,2020/06/15 02:58:59.920,Denzel,20,normal,normal case
1,Activity CC,2020/06/15 02:59:59.920,Amanda,20,normal,normal case
1,Activity B,2020/06/15 03:00:59.920,Teri,90,normal,normal case
2,Activity A,2020/06/15 04:04:25.268,Denzel,20,normal,normal case
2,Activity CC,2020/06/15 04:05:25.268,Kevin,20,normal,normal case
2,Activity B,2020/06/15 04:06:25.268,Mick,30,normal,normal case
3,Activity A,2020/06/15 04:24:07.645,Denzel,20,normal,normal case
3,Activity CD,2020/06/15 04:25:07.645,Dwight,50,normal,normal case
3,Activity CE,2020/06/15 04:26:07.645,Fadi,60,normal,normal case
3,Activity B,2020/06/15 04:27:07.645,Mick,90,normal,normal case
4,Activity A,2020/06/15 04:41:53.789,Troy,20,normal,normal case
4,Activity CC,2020/06/15 04:42:53.789,Amanda,20,normal,normal case
4,Activity B,2020/06/15 04:43:53.789,Mick,90,normal,normal case
5,Activity A,2020/06/15 05:54:32.859,Troy,20,normal,normal case
5,Activity CC,2020/06/15 05:55:32.859,Kevin,20,normal,normal case
5,Activity B,2020/06/15 05:56:32.859,Teri,50,normal,normal case
6,Activity A,2020/06/15 06:06:24.110,Philip,70,normal,normal case
6,Activity CC,2020/06/15 06:07:24.110,Kevin,20,normal,normal case
6,Activity B,2020/06/15 06:08:24.110,Teri,90,normal,normal case
7,Activity A,2020/06/15 06:44:03.493,Denzel,20,normal,normal case
7,Activity BC,2020/06/15 06:45:03.493,Malcolm,40,normal,normal case
7,Activity BE,2020/06/15 06:47:03.493,Junior,60,normal,normal case
7,Activity BH,2020/06/15 06:48:03.493,Guy,10,normal,normal case
7,Activity BF,2020/06/15 06:49:03.493,Matthew,40,normal,normal case
7,Activity BG,2020/06/15 06:50:03.493,Elizabeth,50,normal,normal case
7,Activity BP,2020/06/15 06:51:03.493,Gerald,80,normal,normal case
7,Activity BI,2020/06/15 06:52:03.493,Caitlin,10,normal,normal case
7,Activity BN,2020/06/15 06:53:03.493,Owen,10,normal,normal case
7,Activity BQ,2020/06/15 06:54:03.493,Daniel,90,normal,normal case
7,Activity BL,2020/06/15 06:56:03.493,Hugo,90,normal,normal case
7,Activity BM,2020/06/15 06:57:03.493,Stanley,50,normal,normal case
7,Activity BO,2020/06/15 06:58:03.493,Richard,50,normal,normal case
7,Activity BK,2020/06/15 06:59:03.493,Arthur,80,normal,normal case
7,Activity BJ,2020/06/15 07:01:03.493,Guy,40,normal,normal case
7,Activity BD,2020/06/15 07:03:03.493,Vincent,20,normal,normal case
7,Activity BR,2020/06/15 07:04:03.493,Laura,40,normal,normal case
7,Activity BV,2020/06/15 07:06:03.493,Hugo,40,normal,normal case
7,Activity BW,2020/06/15 07:07:03.493,Harry,20,normal,normal case
7,Activity BX,2020/06/15 07:08:03.493,Isaac,90,normal,normal case
7,Activity BT,2020/06/15 07:09:03.493,Chris,40,normal,normal case
7,Activity CA,2020/06/15 07:10:03.493,Adele,80,normal,normal case
7,Activity BY,2020/06/15 07:11:03.493,Zayn,40,normal,normal case
7,Activity BU,2020/06/15 07:12:03.493,Harry,90,normal,normal case
7,Activity BS,2020/06/15 07:14:03.493,Adele,30,normal,normal case
7,Activity B,2020/06/15 07:15:03.493,Teri,50,normal,normal case
8,Activity A,2020/06/15 07:06:07.680,Philip,20,normal,normal case
8,Activity AP,2020/06/15 07:07:07.680,Nicholas,10,normal,normal case
8,Activity AQ,2020/06/15 07:08:07.680,Teri,30,normal,normal case
8,Activity AU,2020/06/15 07:09:07.680,Kate,50,normal,normal case
8,Activity AR,2020/06/15 07:10:07.680,Victoria,50,normal,normal case
8,Activity B,2020/06/15 07:11:07.680,Teri,50,normal,normal case
9,Activity A,2020/06/15 08:01:46.757,Denzel,70,normal,normal case
9,Activity CC,2020/06/15 08:02:46.757,Amanda,20,normal,normal case
9,Activity B,2020/06/15 08:03:46.757,Uma,90,normal,normal case
10,Activity A,2020/06/15 08:15:10.563,Troy,70,normal,normal case
10,Activity AP,2020/06/15 08:16:10.563,Nicholas,10,normal,normal case
10,Activity AQ,2020/06/15 08:17:10.563,Victoria,30,normal,normal case
10,Activity AV,2020/06/15 08:18:10.563,Carla,30,normal,normal case
10,Activity AW,2020/06/15 08:19:10.563,Gordon,40,normal,normal case
10,Activity AR,2020/06/15 08:20:10.563,Gisele,60,normal,normal case
10,Activity B,2020/06/15 08:21:10.563,Uma,50,normal,normal case
11,Activity A,2020/06/15 08:27:23.371,Denzel,70,normal,normal case
11,Activity C,2020/06/15 08:28:23.371,Will,50,normal,normal case
11,Activity E,2020/06/15 08:30:23.371,Vera,80,normal,normal case
11,Activity Q,2020/06/15 08:32:23.371,Adele,90,normal,normal case
11,Activity O,2020/06/15 08:33:23.371,Adele,50,normal,normal case
11,Activity AG,2020/06/15 08:34:23.371,Hugo,30,normal,normal case
11,Activity AI,2020/06/15 08:35:23.371,Wallace,70,normal,normal case
11,Activity P,2020/06/15 08:36:23.371,Michelle,10,normal,normal case
11,Activity AL,2020/06/15 08:37:23.371,Wallace,10,normal,normal case
11,Activity AN,2020/06/15 08:38:23.371,Adele,20,normal,normal case
11,Activity AM,2020/06/15 08:39:23.371,Anna,40,normal,normal case
11,Activity AH,2020/06/15 08:40:23.371,Quentin,30,normal,normal case
11,Activity M,2020/06/15 08:41:23.371,Matthew,80,normal,normal case
11,Activity R,2020/06/15 08:42:23.371,Larry,40,normal,normal case
11,Activity N,2020/06/15 08:43:23.371,Teri,20,normal,normal case
11,Activity G,2020/06/15 08:44:23.371,Steve,20,normal,normal case
11,Activity J,2020/06/15 08:45:23.371,Ashton,70,normal,normal case
11,Activity AJ,2020/06/15 08:46:23.371,Ian,30,normal,normal case
11,Activity H,2020/06/15 08:47:23.371,Natalie,30,normal,normal case
11,Activity F,2020/06/15 08:49:23.371,Denzel,60,normal,normal case
11,Activity D,2020/06/15 08:51:23.371,Laura,30,normal,normal case
11,Activity B,2020/06/15 08:52:23.371,Teri,90,normal,normal case
12,Activity A,2020/06/15 08:51:00.756,Denzel,20,normal,normal case
12,Activity AP,2020/06/15 08:52:00.756,Nicholas,10,normal,normal case
12,Activity AQ,2020/06/15 08:53:00.756,Victoria,80,normal,normal case
12,Activity AV,2020/06/15 08:54:00.756,Carla,50,normal,normal case
12,Activity AW,2020/06/15 08:55:00.756,Orlando,10,normal,normal case
12,Activity AR,2020/06/15 08:56:00.756,Victoria,80,normal,normal case
12,Activity B,2020/06/15 08:57:00.756,Uma,30,normal,normal case
13,Activity A,2020/06/15 08:51:21.298,Cameron,70,normal,normal case
13,Activity BC,2020/06/15 08:52:21.298,Victoria,40,normal,normal case
13,Activity BI,2020/06/15 08:54:21.298,Harper,40,normal,normal case
13,Activity BH,2020/06/15 08:55:21.298,Will,90,normal,normal case
13,Activity BP,2020/06/15 08:56:21.298,Oscar,90,normal,normal case
13,Activity BN,2020/06/15 08:57:21.298,Harry,10,normal,normal case
13,Activity BQ,2020/06/15 08:58:21.298,Jake,90,normal,normal case
13,Activity BF,2020/06/15 08:59:21.298,Matthew,40,normal,normal case
13,Activity BO,2020/06/15 09:00:21.298,Ulysses,50,normal,normal case
13,Activity BG,2020/06/15 09:01:21.298,Isabella,50,normal,normal case
13,Activity BE,2020/06/15 09:02:21.298,Drew,60,normal,normal case
13,Activity BL,2020/06/15 09:04:21.298,Megan,90,normal,normal case
13,Activity BM,2020/06/15 09:05:21.298,Zayn,10,normal,normal case
13,Activity BK,2020/06/15 09:06:21.298,Paris,70,normal,normal case
13,Activity BJ,2020/06/15 09:08:21.298,Guy,40,normal,normal case
13,Activity BD,2020/06/15 09:10:21.298,Daniel,20,normal,normal case
13,Activity BR,2020/06/15 09:11:21.298,Laura,40,normal,normal case
13,Activity BX,2020/06/15 09:13:21.298,Isaac,70,normal,normal case
13,Activity BV,2020/06/15 09:14:21.298,Denzel,40,normal,normal case
13,Activity BW,2020/06/15 09:15:21.298,Harry,30,normal,normal case
13,Activity BT,2020/06/15 09:16:21.298,Chris,60,normal,normal case
13,Activity CA,2020/06/15 09:17:21.298,Malcolm,80,normal,normal case
13,Activity BU,2020/06/15 09:18:21.298,Harry,20,normal,normal case
13,Activity BY,2020/06/15 09:19:21.298,Amy,40,normal,normal case
13,Activity BS,2020/06/15 09:21:21.298,Kevin,50,normal,normal case
13,Activity B,2020/06/15 09:22:21.298,Uma,90,normal,normal case
14,Activity A,2020/06/15 09:01:38.576,Philip,20,normal,normal case
14,Activity BC,2020/06/15 09:02:38.576,Victoria,80,normal,normal case
14,Activity BE,2020/06/15 09:04:38.576,Drew,60,normal,normal case
14,Activity BH,2020/06/15 09:05:38.576,Donald,40,normal,normal case
14,Activity BN,2020/06/15 09:06:38.576,Owen,10,normal,normal case
14,Activity BO,2020/06/15 09:07:38.576,Ulysses,50,normal,normal case
14,Activity BP,2020/06/15 09:08:38.576,Gerald,90,normal,normal case
14,Activity BF,2020/06/15 09:09:38.576,Lance,40,normal,normal case
14,Activity BG,2020/06/15 09:10:38.576,Karl,50,normal,normal case
14,Activity BQ,2020/06/15 09:11:38.576,Ian,80,normal,normal case
14,Activity BI,2020/06/15 09:12:38.576,Caitlin,90,normal,normal case
14,Activity BK,2020/06/15 09:14:38.576,Paris,80,normal,normal case
14,Activity BL,2020/06/15 09:15:38.576,Megan,90,normal,normal case
14,Activity BM,2020/06/15 09:16:38.576,Zayn,20,normal,normal case
14,Activity BJ,2020/06/15 09:18:38.576,Lewis,40,normal,normal case
14,Activity BD,2020/06/15 09:20:38.576,Kate,30,normal,normal case
14,Activity BR,2020/06/15 09:21:38.576,Hugo,40,normal,normal case
14,Activity BX,2020/06/15 09:23:38.576,Stanley,90,normal,normal case
14,Activity BV,2020/06/15 09:24:38.576,Rachel,80,normal,normal case
14,Activity BZ,2020/06/15 09:25:38.576,Cameron,80,normal,normal case
14,Activity BY,2020/06/15 09:26:38.576,Amy,60,normal,normal case
14,Activity BT,2020/06/15 09:27:38.576,Seth,90,normal,normal case
14,Activity BW,2020/06/15 09:28:38.576,Victoria,30,normal,normal case
14,Activity BU,2020/06/15 09:29:38.576,Cameron,70,normal,normal case
14,Activity BS,2020/06/15 09:31:38.576,Adele,50,normal,normal case
14,Activity B,2020/06/15 09:32:38.576,Uma,30,normal,normal case
15,Activity A,2020/06/15 09:55:15.524,Philip,20,normal,normal case
15,Activity C,2020/06/15 09:56:15.524,Guy,50,normal,normal case
15,Activity AI,2020/06/15 09:58:15.524,Wallace,70,normal,normal case
15,Activity AL,2020/06/15 09:59:15.524,Wallace,10,normal,normal case
