case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 05:09:52.472,Arthur,60,normal,normal case
0,Activity BC,2020/06/15 05:10:52.472,Malcolm,90,normal,normal case
0,Activity BH,2020/06/15 05:12:52.472,Vera,20,normal,normal case
0,Activity BF,2020/06/15 05:13:52.472,Arthur,10,normal,normal case
0,Activity BE,2020/06/15 05:14:52.472,Richard,20,normal,normal case
0,Activity BI,2020/06/15 05:15:52.472,Barney,60,normal,normal case
0,Activity BP,2020/06/15 05:16:52.472,Drew,40,normal,normal case
0,Activity BG,2020/06/15 05:17:52.472,Cameron,10,normal,normal case
0,Activity BN,2020/06/15 05:18:52.472,Steve,10,normal,normal case
0,Activity BO,2020/06/15 05:19:52.472,Olivia,60,normal,normal case
0,Activity BQ,2020/06/15 05:20:52.472,Orlando,20,normal,normal case
0,Activity BK,2020/06/15 05:22:52.472,Adam,50,normal,normal case
0,Activity BM,2020/06/15 05:23:52.472,Wayne,40,normal,normal case
0,Activity BL,2020/06/15 05:24:52.472,Guy,20,normal,normal case
0,Activity BJ,2020/06/15 05:26:52.472,Gisele,20,normal,normal case
0,Activity BD,2020/06/15 05:28:52.472,Carrie,40,normal,normal case
0,Activity BR,2020/06/15 05:29:52.472,Dwight,80,normal,normal case
0,Activity BV,2020/06/15 05:31:52.472,Robert,70,normal,normal case
0,Activity BT,2020/06/15 05:32:52.472,George,90,normal,normal case
0,Activity BW,2020/06/15 05:33:52.472,Teri,80,normal,normal case
0,Activity BX,2020/06/15 05:34:52.472,Isaac,20,normal,normal case
0,Activity BZ,2020/06/15 05:35:52.472,Matthew,80,normal,normal case
0,Activity BU,2020/06/15 05:36:52.472,Victoria,30,normal,normal case
0,Activity BY,2020/06/15 05:37:52.472,Drew,70,normal,normal case
0,Activity BS,2020/06/15 05:39:52.472,Ed,30,normal,normal case
0,Activity B,2020/06/15 05:40:52.472,Michelle,70,normal,normal case
1,Activity A,2020/06/15 06:14:57.387,Carrie,60,normal,normal case
1,Activity CC,2020/06/15 06:15:57.387,Ed,20,normal,normal case
1,Activity B,2020/06/15 06:16:57.387,Laura,90,normal,normal case
2,Activity A,2020/06/15 07:41:26.600,Arthur,60,normal,normal case
2,Activity CD,2020/06/15 07:42:26.600,Uma,80,normal,normal case
2,Activity CE,2020/06/15 07:43:26.600,Frank,30,normal,normal case
2,Activity B,2020/06/15 07:44:26.600,Gerald,70,normal,normal case
3,Activity A,2020/06/15 07:58:00.334,Arthur,60,normal,normal case
3,Activity CD,2020/06/15 07:59:00.334,Ian,40,normal,normal case
3,Activity CE,2020/06/15 08:00:00.334,Frank,20,normal,normal case
3,Activity B,2020/06/15 08:01:00.334,Rachel,70,normal,normal case
4,Activity A,2020/06/15 08:42:04.685,Arthur,60,normal,normal case
4,Activity AP,2020/06/15 08:43:04.685,Isaac,90,normal,normal case
4,Activity AQ,2020/06/15 08:44:04.685,Megan,20,normal,normal case
4,Activity AU,2020/06/15 08:45:04.685,John,60,normal,normal case
4,Activity AR,2020/06/15 08:46:04.685,Adele,10,normal,normal case
4,Activity B,2020/06/15 08:47:04.685,Gerald,90,normal,normal case
5,Activity A,2020/06/15 08:44:01.878,Arthur,60,normal,normal case
5,Activity CC,2020/06/15 08:45:01.878,Ed,20,normal,normal case
