case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 00:58:31.512,Adam,40,normal,Normal case
0,Activity D,2020/06/15 00:59:31.512,Brian,30,normal,Normal case
0,Activity E,2020/06/15 01:00:31.512,David,70,normal,Normal case
0,Activity B,2020/06/15 01:01:31.512,Seth,10,normal,Normal case
0,Activity F,2020/06/15 01:02:31.512,Dwight,80,normal,Normal case
0,Activity J,2020/06/15 01:03:31.512,Karl,40,normal,Normal case
0,Activity G,2020/06/15 01:04:31.512,Taylor,10,normal,Normal case
0,Activity M,2020/06/15 01:05:31.512,Troy,90,normal,Normal case
0,Activity N,2020/06/15 01:06:31.512,Vera,40,normal,Normal case
0,Activity O,2020/06/15 01:07:31.512,Frank,60,normal,Normal case
0,Activity AD,2020/06/15 01:09:31.512,Jake,10,normal,Normal case
0,Activity AO,2020/06/15 01:10:31.512,Matthew,40,normal,Normal case
0,Activity AE,2020/06/15 01:11:31.512,Cameron,80,normal,Normal case
0,Activity AF,2020/06/15 01:12:31.512,Megan,50,normal,Normal case
0,Activity AH,2020/06/15 01:13:31.512,Fadi,90,normal,Normal case
0,Activity AG,2020/06/15 01:14:31.512,Willow,10,normal,Normal case
0,Activity AK,2020/06/15 01:15:31.512,Denzel,30,normal,Normal case
0,Activity AL,2020/06/15 01:16:31.512,Ian,90,normal,Normal case
0,Activity Q,2020/06/15 01:17:31.512,Fadi,50,normal,Normal case
0,Activity W,2020/06/15 01:18:31.512,Will,70,normal,Normal case
0,Activity AM,2020/06/15 01:19:31.512,Anna,80,normal,Normal case
0,Activity AN,2020/06/15 01:20:31.512,Amanda,50,normal,Normal case
0,Activity R,2020/06/15 01:21:31.512,Arthur,30,normal,Normal case
0,Activity X,2020/06/15 01:22:31.512,Ed,20,normal,Normal case
0,Activity AB,2020/06/15 01:23:31.512,Dwight,30,normal,Normal case
0,Activity Y,2020/06/15 01:24:31.512,Bruce,40,normal,Normal case
0,Activity P,2020/06/15 01:26:31.512,Henry,50,normal,Normal case
1,Activity A,2020/06/15 02:50:51.036,Oscar,30,normal,Normal case
1,Activity D,2020/06/15 02:51:51.036,Brian,30,normal,Normal case
1,Activity E,2020/06/15 02:52:51.036,David,20,normal,Normal case
1,Activity B,2020/06/15 02:53:51.036,Cameron,10,normal,Normal case
1,Activity F,2020/06/15 02:54:51.036,Daniel,80,normal,Normal case
1,Activity J,2020/06/15 02:55:51.036,Karl,10,normal,Normal case
1,Activity G,2020/06/15 02:56:51.036,Robert,90,normal,Normal case
1,Activity M,2020/06/15 02:57:51.036,Robert,90,normal,Normal case
1,Activity N,2020/06/15 02:58:51.036,Vera,40,normal,Normal case
1,Activity O,2020/06/15 02:59:51.036,Megan,60,normal,Normal case
1,Activity AK,2020/06/15 03:01:51.036,Ben,30,normal,Normal case
1,Activity Q,2020/06/15 03:02:51.036,Fadi,10,normal,Normal case
1,Activity V,2020/06/15 03:03:51.036,Owen,10,normal,Normal case
1,Activity AO,2020/06/15 03:04:51.036,Matthew,40,normal,Normal case
1,Activity R,2020/06/15 03:05:51.036,Ben,30,normal,Normal case
1,Activity AD,2020/06/15 03:06:51.036,Larry,10,normal,Normal case
1,Activity AL,2020/06/15 03:07:51.036,Lance,70,normal,Normal case
1,Activity AE,2020/06/15 03:08:51.036,Cameron,80,normal,Normal case
1,Activity AM,2020/06/15 03:09:51.036,Amanda,30,normal,Normal case
1,Activity AF,2020/06/15 03:10:51.036,Ben,90,normal,Normal case
1,Activity AH,2020/06/15 03:11:51.036,Lance,90,normal,Normal case
1,Activity X,2020/06/15 03:12:51.036,Seth,10,normal,Normal case
1,Activity Z,2020/06/15 03:13:51.036,Seth,90,normal,Normal case
1,Activity AN,2020/06/15 03:14:51.036,Barney,50,normal,Normal case
1,Activity Y,2020/06/15 03:15:51.036,Steve,40,normal,Normal case
1,Activity AG,2020/06/15 03:16:51.036,Teri,10,normal,Normal case
1,Activity P,2020/06/15 03:18:51.036,Amy,90,normal,Normal case
2,Activity A,2020/06/15 02:57:39.664,Oscar,90,normal,Normal case
2,Activity D,2020/06/15 02:58:39.664,Brian,30,normal,Normal case
2,Activity E,2020/06/15 02:59:39.664,David,50,normal,Normal case
2,Activity B,2020/06/15 03:00:39.664,Seth,10,normal,Normal case
2,Activity F,2020/06/15 03:01:39.664,Daniel,40,normal,Normal case
2,Activity H,2020/06/15 03:02:39.664,Adam,90,normal,Normal case
2,Activity G,2020/06/15 03:03:39.664,Robert,90,normal,Normal case
2,Activity M,2020/06/15 03:04:39.664,Adele,90,normal,Normal case
2,Activity N,2020/06/15 03:05:39.664,Fred,40,normal,Normal case
