case,activity,timestamp,actor,resource,label,description
0,Activity S,2020/06/14 23:12:13.039,Malcolm,40,late,Activity A was originally executed at position 1 and changed to position 5
0,Activity C,2020/06/14 23:14:13.039,Jake,40,late,Activity A was originally executed at position 1 and changed to position 5
0,Activity J,2020/06/14 23:15:13.039,Harper,90,late,Activity A was originally executed at position 1 and changed to position 5
0,Activity T,2020/06/14 23:16:13.039,George,50,late,Activity A was originally executed at position 1 and changed to position 5
0,Activity A,2020/06/14 23:17:13.039,Roger,50,late,Activity A was originally executed at position 1 and changed to position 5
0,Activity U,2020/06/14 23:18:13.039,Richard,70,late,Activity A was originally executed at position 1 and changed to position 5
0,Activity V,2020/06/14 23:19:13.039,Pamela,40,late,Activity A was originally executed at position 1 and changed to position 5
0,Activity D,2020/06/14 23:20:13.039,Adele,70,late,Activity A was originally executed at position 1 and changed to position 5
0,Activity B,2020/06/14 23:22:13.039,Kelly,50,late,Activity A was originally executed at position 1 and changed to position 5
1,Activity A,2020/06/14 23:25:25.298,Teri,50,late,Activity D and Activity T were originally executed at positions 5 and 6 and changed to positions 6 and 7
1,Activity S,2020/06/14 23:27:25.298,Arthur,20,late,Activity D and Activity T were originally executed at positions 5 and 6 and changed to positions 6 and 7
1,Activity C,2020/06/14 23:28:25.298,Jake,70,late,Activity D and Activity T were originally executed at positions 5 and 6 and changed to positions 6 and 7
1,Activity J,2020/06/14 23:29:25.298,Ed,90,late,Activity D and Activity T were originally executed at positions 5 and 6 and changed to positions 6 and 7
1,Activity U,2020/06/14 23:30:25.298,Hannah,20,late,Activity D and Activity T were originally executed at positions 5 and 6 and changed to positions 6 and 7
1,Activity D,2020/06/14 23:31:25.298,Laura,90,late,Activity D and Activity T were originally executed at positions 5 and 6 and changed to positions 6 and 7
1,Activity T,2020/06/14 23:32:25.298,George,50,late,Activity D and Activity T were originally executed at positions 5 and 6 and changed to positions 6 and 7
1,Activity V,2020/06/14 23:33:25.298,Pamela,30,late,Activity D and Activity T were originally executed at positions 5 and 6 and changed to positions 6 and 7
1,Activity B,2020/06/14 23:35:25.298,Mick,50,late,Activity D and Activity T were originally executed at positions 5 and 6 and changed to positions 6 and 7
2,Activity A,2020/06/15 00:30:48.061,Teri,70,normal,normal case
2,Activity C,2020/06/15 00:32:48.061,Rachel,70,normal,normal case
2,Activity S,2020/06/15 00:33:48.061,Malcolm,20,normal,normal case
2,Activity T,2020/06/15 00:34:48.061,Carrie,50,normal,normal case
2,Activity U,2020/06/15 00:35:48.061,Quentin,20,normal,normal case
2,Activity J,2020/06/15 00:36:48.061,David,90,normal,normal case
2,Activity V,2020/06/15 00:37:48.061,Pamela,80,normal,normal case
