case,activity,timestamp,actor,resource,label,description
0,Activity A,2020/06/15 02:42:03.672,Will,40,normal,normal case
0,Activity BC,2020/06/15 02:43:03.672,Karl,50,normal,normal case
0,Activity BH,2020/06/15 02:45:03.672,Donald,50,normal,normal case
0,Activity BI,2020/06/15 02:46:03.672,Troy,30,normal,normal case
0,Activity BE,2020/06/15 02:47:03.672,Hannah,30,normal,normal case
0,Activity BN,2020/06/15 02:48:03.672,Nicholas,90,normal,normal case
0,Activity BP,2020/06/15 02:49:03.672,Dwight,80,normal,normal case
0,Activity BF,2020/06/15 02:50:03.672,Carrie,40,normal,normal case
0,Activity BO,2020/06/15 02:51:03.672,Anna,30,normal,normal case
0,Activity BG,2020/06/15 02:52:03.672,Ben,70,normal,normal case
0,Activity BL,2020/06/15 02:54:03.672,Frank,40,normal,normal case
0,Activity BM,2020/06/15 02:55:03.672,Gordon,60,normal,normal case
0,Activity BQ,2020/06/15 02:56:03.672,Roger,70,normal,normal case
0,Activity BK,2020/06/15 02:57:03.672,Oscar,40,normal,normal case
0,Activity BJ,2020/06/15 02:59:03.672,Willow,70,normal,normal case
0,Activity BD,2020/06/15 03:01:03.672,Amy,70,normal,normal case
0,Activity BR,2020/06/15 03:02:03.672,Carrie,30,normal,normal case
0,Activity BX,2020/06/15 03:04:03.672,Laura,40,normal,normal case
0,Activity BZ,2020/06/15 03:05:03.672,Gordon,40,normal,normal case
0,Activity BV,2020/06/15 03:06:03.672,Bruce,20,normal,normal case
0,Activity BY,2020/06/15 03:07:03.672,Frank,90,normal,normal case
0,Activity BT,2020/06/15 03:08:03.672,Larry,70,normal,normal case
0,Activity BW,2020/06/15 03:09:03.672,Uma,20,normal,normal case
0,Activity BU,2020/06/15 03:10:03.672,Denzel,50,normal,normal case
0,Activity BS,2020/06/15 03:12:03.672,Gordon,30,normal,normal case
0,Activity B,2020/06/15 03:13:03.672,Sam,60,normal,normal case
1,Random Activity 2,2020/06/15 02:52:27.208,Random Actor 2,40,insert,"Activities ['Random Activity 1', 'Random Activity 2'] inserted in random positions"
1,Activity A,2020/06/15 02:53:27.208,Troy,40,insert,"Activities ['Random Activity 1', 'Random Activity 2'] inserted in random positions"
1,Random Activity 1,2020/06/15 02:54:27.208,Random Actor 1,10,insert,"Activities ['Random Activity 1', 'Random Activity 2'] inserted in random positions"
1,Activity CD,2020/06/15 02:55:27.208,Guy,90,insert,"Activities ['Random Activity 1', 'Random Activity 2'] inserted in random positions"
1,Activity CE,2020/06/15 02:56:27.208,Ed,70,insert,"Activities ['Random Activity 1', 'Random Activity 2'] inserted in random positions"
1,Activity B,2020/06/15 02:57:27.208,Gerald,40,insert,"Activities ['Random Activity 1', 'Random Activity 2'] inserted in random positions"
2,Activity A,2020/06/15 04:22:58.200,Chris,40,normal,normal case
2,Activity BC,2020/06/15 04:23:58.200,Isabella,80,normal,normal case
2,Activity BN,2020/06/15 04:25:58.200,Malcolm,20,normal,normal case
2,Activity BI,2020/06/15 04:26:58.200,Malcolm,30,normal,normal case
2,Activity BO,2020/06/15 04:27:58.200,Malcolm,30,normal,normal case
2,Activity BE,2020/06/15 04:29:58.200,Seth,30,normal,normal case
2,Activity BM,2020/06/15 04:30:58.200,Gordon,40,normal,normal case
2,Activity BF,2020/06/15 04:31:58.200,Carrie,40,normal,normal case
2,Activity BP,2020/06/15 04:32:58.200,Larry,80,normal,normal case
2,Activity BH,2020/06/15 04:33:58.200,Roy,60,normal,normal case
2,Activity BQ,2020/06/15 04:34:58.200,Guy,70,normal,normal case
2,Activity BL,2020/06/15 04:35:58.200,Michelle,40,normal,normal case
2,Activity BK,2020/06/15 04:36:58.200,Oscar,40,normal,normal case
2,Activity BG,2020/06/15 04:37:58.200,Ben,40,normal,normal case
2,Activity BJ,2020/06/15 04:39:58.200,Matthew,70,normal,normal case
2,Activity BD,2020/06/15 04:41:58.200,Matthew,30,normal,normal case
2,Activity BR,2020/06/15 04:42:58.200,Carrie,30,normal,normal case
2,Activity BT,2020/06/15 04:44:58.200,Larry,70,normal,normal case
2,Activity BV,2020/06/15 04:45:58.200,David,90,normal,normal case
2,Activity BW,2020/06/15 04:46:58.200,Gisele,20,normal,normal case
2,Activity BX,2020/06/15 04:47:58.200,Laura,50,normal,normal case
2,Activity BZ,2020/06/15 04:48:58.200,Gordon,40,normal,normal case
2,Activity BY,2020/06/15 04:49:58.200,Ian,90,normal,normal case
2,Activity BU,2020/06/15 04:50:58.200,Zach,70,normal,normal case
2,Activity BS,2020/06/15 04:52:58.200,Matthew,40,normal,normal case
2,Activity B,2020/06/15 04:53:58.200,Gerald,40,normal,normal case
3,Activity A,2020/06/15 04:30:53.986,Rachel,40,normal,normal case
3,Activity CC,2020/06/15 04:31:53.986,Amanda,70,normal,normal case
3,Activity B,2020/06/15 04:32:53.986,Chris,40,normal,normal case
4,Activity A,2020/06/15 05:09:48.726,Troy,40,normal,normal case
4,Activity BC,2020/06/15 05:10:48.726,Karl,50,normal,normal case
4,Activity BN,2020/06/15 05:12:48.726,Nicholas,90,normal,normal case
4,Activity BF,2020/06/15 05:13:48.726,Paris,40,normal,normal case
4,Activity BP,2020/06/15 05:14:48.726,Jake,80,normal,normal case
4,Activity BH,2020/06/15 05:15:48.726,Thomas,60,normal,normal case
4,Activity BO,2020/06/15 05:16:48.726,Paul,30,normal,normal case
4,Activity BG,2020/06/15 05:17:48.726,Barry,70,normal,normal case
4,Activity BE,2020/06/15 05:18:48.726,Roy,90,normal,normal case
4,Activity BI,2020/06/15 05:19:48.726,Zoe,50,normal,normal case
4,Activity BQ,2020/06/15 05:20:48.726,Paul,70,normal,normal case
4,Activity BM,2020/06/15 05:22:48.726,Gordon,40,normal,normal case
4,Activity BL,2020/06/15 05:23:48.726,Frank,40,normal,normal case
4,Activity BK,2020/06/15 05:24:48.726,Naomi,60,normal,normal case
4,Activity BJ,2020/06/15 05:26:48.726,Bruce,70,normal,normal case
4,Activity BD,2020/06/15 05:28:48.726,Amy,70,normal,normal case
